state,year,vehicle_segment,ice_vehicle_registrations,ev_vehicle_registrations,charging_stations,avg_ev_subsidy_rs,fuel_price_rs_per_litre,avg_income_index
Tamil Nadu,2017,2W,86398,5129,855,50000,96.12,0.55
Karnataka,2018,4W,86484,10419,363,100000,91.53,0.59
Odisha,2021,4W,67769,1211,386,75000,111.14,0.87
Telangana,2017,3W,101487,29839,92,50000,107.67,0.91
Kerala,2018,4W,93617,25684,514,0,103.4,1.06
Haryana,2024,3W,101400,6637,387,75000,110.89,1.32
Delhi,2020,2W,36623,10046,771,25000,95.36,0.66
Madhya Pradesh,2019,3W,90386,22243,504,25000,113.95,0.74
Karnataka,2016,4W,52856,14304,629,100000,110.58,0.89
Rajasthan,2017,2W,115813,11547,672,50000,91.3,0.88
Maharashtra,2017,4W,83602,973,250,75000,93.0,1.29
Maharashtra,2020,4W,110584,3508,331,25000,111.06,1.08
Rajasthan,2024,4W,112467,28781,362,75000,107.22,1.43
Uttar Pradesh,2023,4W,22836,3595,1183,75000,96.02,1.19
Assam,2018,4W,102406,0,541,100000,108.44,1.39
Delhi,2019,4W,77933,8718,292,75000,94.13,0.62
Madhya Pradesh,2022,3W,41162,7508,56,75000,113.17,0.75
Maharashtra,2018,3W,63279,6372,704,25000,100.52,0.79
Tamil Nadu,2019,3W,113145,24898,264,0,91.94,1.39
West Bengal,2021,2W,60927,2755,360,100000,93.16,0.78
Punjab,2018,2W,63577,2180,487,100000,102.39,1.46
Telangana,2021,4W,56712,0,269,75000,107.78,0.87
Kerala,2017,2W,85477,6294,296,100000,97.1,1.28
Madhya Pradesh,2023,4W,59277,12766,55,0,114.91,1.3
West Bengal,2022,4W,139662,18229,194,75000,102.56,1.41
Odisha,2021,4W,70587,6538,800,100000,103.72,1.05
Telangana,2020,3W,89744,10688,494,75000,91.82,0.62
Delhi,2019,4W,39301,6121,424,0,93.35,1.32
Delhi,2021,3W,73577,9260,329,100000,111.44,1.29
Assam,2017,3W,140498,49868,860,0,102.13,0.93
Tamil Nadu,2017,4W,67205,2854,1061,50000,90.19,0.76
Odisha,2020,4W,53454,10437,352,50000,109.27,1.33
Chhattisgarh,2020,4W,132534,25898,244,75000,91.47,0.74
West Bengal,2021,2W,56701,12711,134,25000,94.96,1.09
Odisha,2019,2W,120769,10782,383,25000,103.53,1.37
Uttar Pradesh,2023,2W,91315,1590,482,100000,114.91,0.78
Tamil Nadu,2023,3W,60083,5249,295,0,92.31,1.16
Odisha,2022,4W,53267,11632,328,25000,92.16,1.01
Gujarat,2021,3W,14563,3348,517,75000,109.22,0.97
Rajasthan,2020,2W,37222,6411,332,100000,110.98,0.77
Uttar Pradesh,2019,4W,102583,10526,347,100000,100.57,0.99
Gujarat,2016,2W,92812,8120,435,25000,100.43,1.3
Karnataka,2018,3W,95498,0,33,50000,104.84,0.55
Karnataka,2019,2W,36483,8605,635,25000,93.15,0.93
Chhattisgarh,2021,2W,80716,13937,560,0,90.88,1.21
Kerala,2016,4W,70202,11897,501,25000,92.22,1.3
Telangana,2024,3W,99877,16059,215,0,108.86,0.86
Telangana,2018,4W,80089,6125,420,75000,103.47,1.36
West Bengal,2023,4W,114678,22994,186,100000,92.27,0.6
Haryana,2024,4W,98657,18778,842,0,96.11,1.31
Kerala,2024,2W,120071,33420,356,0,101.65,0.86
Haryana,2022,3W,73014,711,465,75000,90.98,0.62
Bihar,2022,3W,123952,25310,1063,25000,108.72,1.39
Kerala,2017,3W,79322,13476,1298,25000,100.77,0.89
Rajasthan,2018,2W,89038,34016,499,50000,110.78,0.69
Tamil Nadu,2021,4W,99093,17032,842,50000,110.16,0.94
Tamil Nadu,2021,2W,82865,0,290,75000,105.87,1.06
Tamil Nadu,2016,2W,9530,1498,306,75000,102.33,0.89
Punjab,2018,3W,84758,11315,348,50000,109.61,1.43
Uttar Pradesh,2024,2W,140679,0,163,50000,104.18,1.15
Tamil Nadu,2020,4W,103285,28510,442,75000,111.23,0.62
Assam,2020,4W,77494,3217,442,25000,103.79,0.51
Rajasthan,2018,4W,37890,4836,555,50000,95.84,0.79
Gujarat,2016,2W,53184,14337,602,50000,103.89,1.38
Delhi,2016,2W,34134,4960,808,75000,92.65,0.86
Assam,2024,4W,79303,7438,916,0,107.22,1.05
Tamil Nadu,2021,4W,40497,11541,468,75000,114.56,0.66
Maharashtra,2022,3W,108637,15323,224,100000,97.17,1.16
Delhi,2016,3W,91193,14560,399,75000,112.69,1.14
Madhya Pradesh,2024,2W,102958,29138,440,0,94.73,0.95
Telangana,2024,2W,131440,13884,362,100000,98.56,1.12
Telangana,2017,4W,91452,1366,560,75000,95.51,0.68
Chhattisgarh,2019,2W,72273,6591,474,75000,112.55,1.24
West Bengal,2016,2W,122364,28822,488,75000,95.32,1.4
Odisha,2022,2W,60231,11503,624,25000,103.38,0.92
Rajasthan,2018,2W,31171,4395,675,75000,108.5,0.9
Haryana,2019,2W,94933,12901,1472,25000,104.47,0.98
Uttar Pradesh,2016,3W,45100,9536,314,25000,94.06,1.42
West Bengal,2021,2W,89235,8230,568,0,92.93,1.27
Punjab,2022,4W,69736,14901,154,100000,94.55,1.36
Tamil Nadu,2022,4W,61143,11274,744,50000,110.41,0.8
Delhi,2017,2W,126975,16266,801,75000,90.81,1.34
Jharkhand,2020,4W,102277,17973,984,0,114.94,0.5
Haryana,2016,2W,85399,9613,441,25000,106.13,1.05
Punjab,2024,4W,38051,9874,749,100000,91.13,0.64
Kerala,2017,2W,89621,2027,234,75000,112.76,0.61
Kerala,2023,3W,47221,4646,660,50000,98.68,0.96
Chhattisgarh,2018,3W,75079,12668,445,75000,102.74,1.01
Maharashtra,2020,2W,125972,11760,340,100000,106.76,1.14
West Bengal,2019,4W,82630,19342,481,25000,113.41,0.98
Assam,2018,2W,103484,14784,405,75000,101.35,1.49
Haryana,2019,4W,98202,11950,372,50000,107.23,1.09
Odisha,2016,3W,73486,10701,429,0,93.23,1.41
Delhi,2017,3W,32451,8185,511,100000,104.67,1.29
Assam,2017,3W,52230,3031,57,0,95.19,1.07
Chhattisgarh,2017,2W,78466,16406,557,0,91.34,1.35
Delhi,2016,2W,91023,6708,578,25000,110.65,0.97
Assam,2018,3W,66612,10972,1018,100000,93.91,0.91
Rajasthan,2018,4W,1210,382,1112,75000,103.62,1.08
Gujarat,2020,4W,88891,8628,292,100000,107.48,1.2
Karnataka,2021,4W,92851,21850,537,0,99.8,0.97
Punjab,2018,4W,40429,10329,655,25000,114.24,1.09
Odisha,2021,3W,60933,8064,962,75000,102.68,1.3
Bihar,2021,4W,66854,0,965,50000,105.13,0.59
Kerala,2017,2W,51534,14241,241,25000,104.2,1.04
Telangana,2023,2W,124086,21359,285,100000,98.55,0.89
Rajasthan,2019,4W,112992,13841,398,75000,101.97,1.14
Gujarat,2019,4W,123026,12372,947,75000,99.13,1.26
Bihar,2019,2W,81255,18510,89,0,111.59,1.18
Bihar,2023,3W,95316,141,51,25000,92.65,1.41
West Bengal,2016,3W,82006,11308,768,25000,111.75,1.06
Bihar,2021,2W,88310,6474,469,50000,111.9,1.5
Uttar Pradesh,2017,4W,26982,1183,79,50000,105.64,0.86
Odisha,2024,2W,129617,0,1111,100000,93.92,0.67
Haryana,2021,4W,129840,22958,693,25000,109.53,1.48
Madhya Pradesh,2018,2W,36327,6753,554,50000,102.98,0.88
Delhi,2024,2W,113545,11388,229,0,91.99,0.62
Bihar,2021,4W,100230,14148,478,25000,107.9,1.27
Punjab,2019,3W,91884,14772,385,0,95.46,1.13
Maharashtra,2017,3W,105856,25102,523,50000,98.17,1.27
Assam,2018,4W,66842,7283,416,50000,107.46,0.97
Madhya Pradesh,2024,3W,68312,11158,888,75000,90.85,1.13
Telangana,2019,3W,96921,21752,110,100000,107.16,1.33
Tamil Nadu,2016,4W,134428,32224,693,75000,98.97,1.48
Madhya Pradesh,2016,4W,6850,1681,635,0,91.03,1.25
Punjab,2020,4W,114277,11189,408,25000,94.71,1.25
Assam,2017,2W,92275,3832,583,75000,104.72,0.85
Jharkhand,2018,4W,90886,17286,735,75000,110.56,0.86
West Bengal,2018,2W,71849,7902,1141,50000,92.16,0.5
Gujarat,2019,4W,64266,22502,64,0,100.39,1.0
Tamil Nadu,2024,2W,34741,7066,294,0,99.28,1.42
Kerala,2023,2W,71801,20295,578,0,99.68,0.85
Delhi,2019,4W,89702,23766,270,50000,100.88,0.66
Chhattisgarh,2019,3W,92727,6716,669,50000,112.11,0.54
Kerala,2023,4W,79223,17806,660,75000,109.49,1.43
Rajasthan,2021,4W,96347,29143,409,0,98.78,1.46
Gujarat,2021,4W,76937,17440,243,75000,110.11,0.6
Chhattisgarh,2018,2W,66202,4898,655,50000,103.56,1.05
Telangana,2023,4W,31104,7889,53,100000,100.03,0.99
Bihar,2019,2W,93232,19479,62,100000,95.81,0.8
Telangana,2016,4W,90854,8757,472,25000,95.9,1.27
Jharkhand,2023,2W,89677,15293,929,25000,90.5,0.66
West Bengal,2017,3W,96426,15564,307,75000,106.56,1.25
Telangana,2023,3W,76328,8746,386,25000,103.46,1.02
Jharkhand,2023,3W,145198,33742,658,0,93.77,0.99
Madhya Pradesh,2024,2W,115956,6862,64,50000,113.14,0.72
Jharkhand,2018,3W,93573,5287,92,25000,103.04,0.98
Telangana,2019,3W,102471,948,637,50000,110.12,1.18
Delhi,2020,2W,78005,23285,638,0,112.14,0.61
Karnataka,2021,2W,79990,27727,871,25000,96.12,0.52
Delhi,2023,2W,87108,6767,1179,0,106.71,1.31
Delhi,2021,4W,107302,7468,938,75000,112.95,1.28
Bihar,2021,3W,89887,4669,760,75000,108.88,1.26
Chhattisgarh,2023,2W,55115,10730,411,100000,96.89,0.86
Chhattisgarh,2017,2W,90165,23635,244,100000,103.24,1.37
Jharkhand,2019,4W,87342,25160,251,0,109.3,0.78
Madhya Pradesh,2020,4W,93686,0,659,75000,93.77,0.69
Haryana,2020,3W,62602,15947,272,25000,100.97,0.57
Kerala,2023,3W,107308,31668,844,0,105.96,1.49
Maharashtra,2022,4W,21649,4579,643,100000,107.37,1.07
Madhya Pradesh,2020,2W,67874,8545,730,0,111.0,1.46
Karnataka,2021,2W,84997,3742,575,75000,113.87,1.11
Bihar,2020,4W,103738,26806,260,75000,101.52,1.32
Madhya Pradesh,2024,4W,97197,4264,403,0,90.37,0.9
Madhya Pradesh,2024,4W,54565,7993,375,25000,102.59,1.07
Kerala,2016,4W,85995,15293,313,25000,102.47,1.49
Telangana,2024,4W,112686,8048,197,50000,92.09,1.2
Kerala,2021,2W,35797,4834,252,25000,107.63,1.44
Bihar,2024,2W,59981,4567,704,75000,98.42,1.47
Uttar Pradesh,2024,2W,85549,11821,813,0,99.43,0.87
West Bengal,2023,3W,30036,0,834,25000,103.22,1.23
Haryana,2022,4W,73611,19135,797,25000,104.66,0.78
Delhi,2024,2W,102976,0,548,50000,111.36,0.93
Karnataka,2024,2W,130956,21490,544,100000,95.03,0.78
Delhi,2021,2W,99444,12354,561,50000,109.29,1.26
Gujarat,2018,3W,72349,0,187,0,113.2,1.41
Karnataka,2022,3W,89045,2234,319,50000,110.22,0.64
West Bengal,2022,4W,90235,8734,407,0,97.4,0.99
Tamil Nadu,2022,2W,68555,1447,585,0,113.45,0.94
Tamil Nadu,2024,3W,74536,7446,503,100000,106.15,0.86
West Bengal,2019,2W,120149,5777,796,75000,92.15,0.64
Chhattisgarh,2018,2W,13471,2765,26,25000,95.67,0.64
Gujarat,2023,3W,80648,28753,238,75000,93.45,0.91
Punjab,2019,4W,62914,15825,623,50000,111.78,0.97
Rajasthan,2024,3W,118288,19555,516,50000,90.0,1.11
West Bengal,2016,2W,83981,0,573,25000,92.94,0.73
Madhya Pradesh,2024,2W,53374,1762,53,75000,112.43,1.0
Jharkhand,2021,3W,146692,47175,301,0,108.8,0.81
Gujarat,2018,3W,37242,11138,593,0,95.81,0.73
Rajasthan,2016,3W,43116,2461,491,0,105.22,0.93
Bihar,2016,4W,48306,8469,66,75000,91.15,0.79
Chhattisgarh,2016,4W,88864,20512,234,0,102.18,1.05
Gujarat,2020,4W,62915,3514,734,75000,110.48,0.66
Tamil Nadu,2019,2W,69735,22579,930,50000,104.58,0.97
Rajasthan,2016,3W,53426,729,133,0,94.35,0.89
Gujarat,2023,3W,113569,0,1007,50000,104.54,0.87
Kerala,2018,3W,99660,34363,247,0,102.45,0.94
Kerala,2018,4W,57083,3611,166,25000,100.21,0.53
Chhattisgarh,2017,3W,94405,14830,553,25000,113.57,1.37
Punjab,2019,3W,133775,15726,826,0,113.12,1.21
Bihar,2017,3W,73712,3996,337,50000,105.34,0.62
Punjab,2020,2W,62905,4253,1087,50000,97.95,1.21
Gujarat,2024,3W,31159,2610,773,50000,110.36,0.84
Delhi,2022,4W,73703,2998,490,75000,96.82,1.42
Haryana,2016,2W,71698,3856,578,50000,100.35,1.24
Karnataka,2016,4W,19781,918,478,100000,94.97,0.91
Rajasthan,2018,3W,123690,32903,271,100000,112.64,0.81
Karnataka,2020,3W,77713,11835,765,25000,99.54,0.76
Kerala,2016,3W,40823,0,139,75000,114.82,0.86
Odisha,2016,2W,103800,13637,581,100000,97.76,1.22
Rajasthan,2018,4W,92392,5161,915,50000,91.94,0.58
Tamil Nadu,2016,3W,131633,10410,331,100000,96.25,1.24
Bihar,2021,3W,86146,42366,1068,100000,93.42,1.09
Jharkhand,2020,2W,94466,31633,764,100000,104.26,1.37
Chhattisgarh,2023,2W,57617,0,533,75000,100.65,1.29
Gujarat,2023,2W,52445,728,164,100000,91.65,0.95
Haryana,2016,3W,82247,0,284,50000,111.55,0.93
Madhya Pradesh,2022,4W,80826,24866,680,0,113.08,0.85
Rajasthan,2022,4W,60694,11526,353,75000,110.74,0.84
Delhi,2019,4W,37854,8872,864,50000,109.08,1.39
Gujarat,2020,2W,109004,11377,295,25000,106.92,0.58
Gujarat,2022,4W,66719,2748,769,50000,108.3,1.48
Kerala,2022,3W,63430,11781,201,75000,96.88,1.12
Delhi,2017,2W,119966,27900,818,50000,105.06,1.04
Odisha,2021,4W,76463,105,66,100000,113.24,1.05
Assam,2024,4W,52898,10015,1029,75000,93.5,0.61
Kerala,2024,2W,98253,8218,760,0,105.41,1.33
Odisha,2018,2W,95476,15536,512,100000,90.35,1.0
Tamil Nadu,2017,4W,66695,20864,1168,25000,91.56,0.93
Haryana,2020,4W,129876,0,272,100000,106.59,0.95
West Bengal,2018,2W,82830,30227,316,0,106.51,0.96
Delhi,2019,4W,105346,28158,268,100000,105.04,1.36
Rajasthan,2018,4W,68424,12107,291,0,91.97,0.69
Jharkhand,2018,3W,105563,23661,499,100000,94.03,0.51
Haryana,2023,4W,101857,14496,213,50000,95.33,0.9
Kerala,2022,4W,136774,27664,352,0,113.45,1.37
Madhya Pradesh,2024,4W,132105,8593,473,0,109.79,0.92
Haryana,2022,2W,46237,8760,592,50000,114.82,1.12
Jharkhand,2024,4W,42145,8317,440,50000,91.54,1.48
Maharashtra,2021,2W,111970,28283,540,25000,97.08,1.49
Assam,2021,2W,52205,3110,839,0,103.09,0.86
Karnataka,2021,2W,90560,10702,261,75000,95.52,1.1
Kerala,2019,4W,88123,26624,98,0,99.81,1.47
Tamil Nadu,2023,3W,55487,7479,430,0,94.04,0.78
Assam,2020,3W,68901,11453,188,100000,101.71,0.91
Kerala,2017,4W,95442,30937,721,50000,98.19,1.36
West Bengal,2024,2W,95043,19748,503,75000,91.08,0.84
West Bengal,2017,2W,48978,14285,619,0,107.4,0.97
Assam,2016,3W,32633,6343,328,25000,107.09,0.72
Odisha,2024,2W,88865,25326,578,75000,96.03,0.67
Haryana,2020,4W,131093,33112,215,50000,112.2,1.02
Chhattisgarh,2023,2W,111541,18331,842,75000,94.38,0.9
Assam,2024,4W,91599,22653,323,100000,109.06,0.73
Telangana,2017,4W,15352,1166,675,0,109.58,0.61
Odisha,2024,3W,61293,3613,720,75000,99.62,1.04
Chhattisgarh,2023,4W,67250,16886,716,50000,102.04,1.45
Haryana,2022,2W,91243,23452,337,75000,94.8,0.94
Jharkhand,2018,2W,93786,16855,493,100000,105.42,0.64
Odisha,2020,4W,48735,11412,665,100000,99.35,1.36
Rajasthan,2020,3W,25940,3710,461,50000,94.42,1.31
Uttar Pradesh,2019,2W,57081,11691,322,0,92.47,0.75
Rajasthan,2020,3W,137770,8827,445,25000,107.24,1.07
Chhattisgarh,2020,2W,37644,2906,667,50000,114.74,0.92
Bihar,2022,4W,126106,9856,449,75000,106.17,1.05
Odisha,2016,4W,133638,29894,67,50000,107.63,0.96
West Bengal,2020,3W,56044,1375,542,0,94.41,1.47
Maharashtra,2020,4W,88101,6667,252,0,105.69,0.98
Haryana,2018,2W,69824,3018,648,25000,110.37,0.96
Telangana,2021,2W,72577,5138,652,0,104.81,0.8
Assam,2016,3W,72885,20947,549,50000,90.68,0.85
Maharashtra,2017,2W,88353,5469,701,0,109.22,0.79
Haryana,2022,3W,70932,16958,523,0,99.1,0.83
Rajasthan,2021,2W,128869,27719,445,50000,103.49,1.33
Telangana,2018,4W,106304,36102,540,50000,105.06,0.9
Assam,2024,4W,50258,4965,701,50000,101.74,0.98
Delhi,2020,3W,112171,0,265,75000,103.41,1.31
Telangana,2020,2W,63324,6307,704,100000,106.37,0.93
Haryana,2019,4W,113798,13862,795,50000,100.17,0.85
Haryana,2019,3W,83648,6575,336,100000,100.58,1.15
Karnataka,2016,2W,83361,13661,621,0,114.9,1.45
Karnataka,2016,4W,93483,11693,494,100000,98.01,0.79
Chhattisgarh,2023,2W,78919,7174,216,75000,113.65,0.76
Tamil Nadu,2021,2W,133346,16328,115,25000,112.68,0.55
Rajasthan,2020,2W,129954,13965,355,75000,104.75,0.7
Haryana,2017,4W,99184,10435,258,25000,105.46,1.26
Haryana,2023,2W,119066,0,860,100000,91.25,1.29
Rajasthan,2019,3W,99811,29666,597,25000,93.5,1.3
Gujarat,2016,4W,95570,9206,802,100000,97.3,0.9
Maharashtra,2017,3W,79990,3195,659,0,96.61,1.23
Punjab,2022,3W,113740,25804,255,100000,114.39,1.13
Uttar Pradesh,2022,4W,95916,13180,115,75000,92.38,1.16
Chhattisgarh,2017,4W,34034,2246,838,0,99.97,0.7
Maharashtra,2016,3W,53936,5181,782,0,103.51,1.32
Kerala,2021,4W,50325,10606,471,0,91.4,0.54
Assam,2016,4W,52841,6225,989,0,103.27,1.27
Telangana,2023,3W,105792,29177,481,50000,111.73,0.58
Bihar,2017,4W,92809,19441,445,25000,102.16,1.48
Telangana,2018,4W,49999,12510,430,25000,108.75,0.8
Telangana,2023,3W,72860,26418,364,75000,114.96,1.13
Tamil Nadu,2024,2W,87537,15829,617,0,107.49,1.13
Delhi,2023,3W,64244,1283,308,100000,95.9,1.1
Bihar,2018,2W,51056,1682,656,75000,98.99,1.5
Telangana,2018,4W,39076,0,194,25000,102.6,0.63
Odisha,2023,3W,87054,15016,382,50000,107.68,0.77
Maharashtra,2018,2W,27445,3350,284,0,113.88,1.31
Uttar Pradesh,2021,3W,133889,21778,234,0,104.0,0.97
West Bengal,2020,3W,91164,6180,1175,25000,106.95,0.71
Haryana,2023,4W,74893,17771,411,25000,112.67,1.1
West Bengal,2021,4W,89189,9404,202,25000,97.42,1.22
Telangana,2022,4W,8793,1910,17,0,112.83,1.11
Karnataka,2017,4W,58606,7694,363,75000,104.82,0.61
Maharashtra,2017,2W,76407,20561,759,0,112.45,1.36
Odisha,2020,2W,101007,13095,496,50000,110.13,0.57
Jharkhand,2022,4W,95121,2224,431,0,102.4,0.95
Tamil Nadu,2020,4W,58532,12702,164,75000,108.4,1.41
West Bengal,2016,3W,96195,13764,1027,25000,95.35,1.08
Karnataka,2020,3W,96131,21375,431,50000,90.69,0.86
Tamil Nadu,2023,3W,56454,5313,677,25000,96.17,1.15
Rajasthan,2018,3W,76857,11877,770,0,93.25,1.35
Telangana,2019,4W,140393,5145,55,50000,97.48,0.86
Bihar,2022,3W,68706,16526,12,75000,113.1,1.19
Karnataka,2024,2W,72355,18515,683,50000,112.13,1.14
Punjab,2022,2W,85956,25071,302,100000,105.06,0.64
Jharkhand,2018,3W,54520,8903,240,50000,109.69,0.82
Punjab,2017,2W,109733,0,606,0,109.22,0.81
Chhattisgarh,2017,3W,18359,4083,235,100000,93.75,1.22
Gujarat,2024,3W,43574,4948,580,50000,99.26,0.67
Telangana,2023,4W,85402,0,573,25000,102.97,0.62
Bihar,2018,4W,113972,24693,600,0,94.5,0.88
Jharkhand,2021,4W,36665,3924,119,50000,97.98,0.82
Gujarat,2024,3W,76242,23534,696,0,112.58,1.35
Odisha,2024,2W,47928,8911,158,50000,113.05,0.51
Kerala,2024,3W,144774,16956,342,100000,109.98,0.72
Maharashtra,2016,2W,57706,9973,358,0,101.17,1.11
Tamil Nadu,2019,4W,97126,14528,1091,75000,103.85,0.6
Chhattisgarh,2022,2W,66362,13574,187,75000,110.22,1.05
Haryana,2019,2W,35553,12115,119,100000,95.8,0.83
Tamil Nadu,2017,2W,96020,11196,434,0,93.25,1.28
Odisha,2017,4W,87008,0,741,50000,90.51,1.02
Uttar Pradesh,2021,4W,88447,10400,1156,75000,113.69,1.42
Telangana,2022,3W,80411,0,292,0,111.29,0.67
Rajasthan,2018,2W,101818,6347,321,0,98.16,0.72
Jharkhand,2016,2W,101578,22682,55,0,103.03,0.57
Delhi,2018,2W,65034,8886,475,100000,109.68,1.47
Uttar Pradesh,2018,2W,68823,4065,457,50000,90.19,1.45
Haryana,2024,2W,58413,5111,34,0,106.7,1.29
Uttar Pradesh,2022,3W,68362,4962,517,25000,100.18,1.18
Kerala,2016,4W,122953,12249,705,50000,97.83,0.57
Bihar,2019,4W,65644,10752,1211,75000,112.18,0.97
West Bengal,2019,4W,98514,7976,388,100000,99.8,1.15
Rajasthan,2024,3W,101534,26578,382,25000,106.26,0.69
Chhattisgarh,2022,3W,39127,12387,75,100000,114.07,0.89
Rajasthan,2021,2W,121130,15226,135,100000,106.69,0.63
Bihar,2023,3W,118329,27854,761,75000,103.33,0.87
Rajasthan,2021,4W,82342,22910,390,0,97.64,0.53
Haryana,2018,2W,82784,0,886,0,92.02,1.13
Gujarat,2022,3W,65756,8291,397,75000,104.76,1.23
Tamil Nadu,2016,4W,124524,33795,772,75000,92.77,1.14
West Bengal,2021,2W,114757,15962,578,75000,101.89,1.18
Delhi,2024,3W,27302,7666,353,50000,94.22,0.94
Haryana,2021,3W,95512,10992,490,25000,103.56,1.28
Bihar,2017,2W,84033,13062,782,50000,112.34,0.52
Bihar,2023,2W,98159,1876,694,25000,100.21,1.47
Delhi,2020,2W,52052,6280,400,75000,90.89,1.03
Assam,2017,4W,95059,11925,254,25000,101.74,1.44
Maharashtra,2021,3W,48169,5838,218,25000,103.35,1.18
Uttar Pradesh,2022,2W,74472,15394,258,75000,112.91,0.99
Uttar Pradesh,2020,3W,96395,17716,514,100000,101.7,1.04
Delhi,2021,4W,93631,17006,955,0,99.77,1.12
West Bengal,2024,4W,71559,9035,565,75000,104.3,1.29
Delhi,2022,3W,79122,21912,467,0,100.35,1.36
Telangana,2016,2W,71722,11800,596,0,90.77,0.82
Odisha,2021,4W,45320,3045,490,50000,102.04,0.68
Assam,2021,3W,85338,8384,576,25000,91.6,0.56
Assam,2020,3W,111231,20513,336,100000,106.02,1.18
Punjab,2024,2W,62387,10936,13,75000,110.26,1.49
Gujarat,2016,3W,70311,12732,259,100000,101.47,0.68
Delhi,2020,4W,30323,6419,878,50000,106.32,0.69
Madhya Pradesh,2020,2W,10780,2431,829,0,95.97,0.98
Tamil Nadu,2020,3W,69648,8614,560,100000,96.29,0.95
Bihar,2016,3W,48201,4913,1162,75000,105.96,0.69
West Bengal,2017,3W,45746,11351,786,100000,107.48,1.09
Chhattisgarh,2022,3W,35751,2511,373,75000,107.69,1.21
Maharashtra,2018,3W,85802,20500,1037,25000,110.68,0.93
Kerala,2024,2W,26618,5960,64,50000,100.1,1.26
Maharashtra,2016,2W,85310,5312,616,75000,104.4,0.79
Kerala,2020,3W,86177,14806,702,25000,91.5,0.53
Rajasthan,2024,4W,62277,3469,731,100000,92.35,0.83
Bihar,2016,4W,126429,37292,1067,50000,90.16,0.61
Uttar Pradesh,2021,2W,26301,2306,90,75000,105.94,0.83
Haryana,2019,3W,59084,14973,488,25000,108.72,0.7
Madhya Pradesh,2016,3W,24640,8855,582,0,98.05,1.14
Tamil Nadu,2018,2W,115061,19306,484,0,110.74,0.65
Rajasthan,2020,4W,86339,23488,389,0,99.92,0.63
Telangana,2018,3W,19255,3668,324,75000,110.24,0.81
Chhattisgarh,2021,2W,119112,24746,82,100000,109.53,0.94
West Bengal,2020,2W,61136,9238,78,50000,107.07,1.2
Haryana,2018,4W,46254,5834,421,0,92.76,1.39
Rajasthan,2020,4W,66615,15842,528,25000,106.47,0.72
Madhya Pradesh,2018,4W,112567,21540,809,50000,112.81,0.96
Haryana,2018,4W,121784,21380,241,0,108.42,0.85
Bihar,2022,2W,73095,23002,539,100000,102.18,1.46
Uttar Pradesh,2018,4W,31580,0,445,75000,97.25,1.26
Kerala,2018,4W,120590,15807,125,50000,92.96,1.49
Rajasthan,2016,4W,124839,19828,676,100000,99.13,0.55
Madhya Pradesh,2022,2W,69446,12467,217,0,109.46,0.68
Telangana,2019,2W,123388,25972,795,0,112.17,0.86
Odisha,2021,3W,106259,15365,519,75000,107.68,1.05
Chhattisgarh,2016,4W,71744,7013,363,100000,95.19,0.66
Tamil Nadu,2023,4W,74267,7383,397,50000,102.29,1.36
Tamil Nadu,2020,4W,82786,13602,85,0,101.46,1.24
Madhya Pradesh,2019,2W,79643,21042,841,50000,112.86,1.11
Delhi,2018,4W,44460,8403,555,100000,103.93,0.81
Punjab,2022,2W,31614,8849,537,75000,109.87,1.03
Kerala,2018,3W,88616,20999,801,50000,101.8,0.51
Karnataka,2017,4W,126761,4406,185,100000,103.5,1.4
Punjab,2017,3W,28000,4715,461,100000,93.83,1.28
Uttar Pradesh,2016,3W,67223,11902,233,100000,114.75,0.59
Chhattisgarh,2022,4W,55634,17525,411,50000,101.81,1.06
Odisha,2016,2W,83611,10882,582,100000,107.98,1.0
Chhattisgarh,2022,4W,68370,10242,466,75000,107.43,1.02
Jharkhand,2018,2W,118383,28089,438,75000,109.09,1.49
West Bengal,2017,4W,107879,4513,141,25000,100.99,0.61
Tamil Nadu,2022,4W,74745,28290,779,0,103.51,0.84
Tamil Nadu,2017,3W,33501,6693,402,75000,106.83,1.43
Chhattisgarh,2022,3W,98314,6464,655,0,98.83,0.62
Bihar,2020,2W,70410,9838,784,100000,90.31,1.04
Chhattisgarh,2019,3W,96837,16611,914,75000,99.19,1.43
Chhattisgarh,2017,4W,91578,7643,418,100000,102.66,0.55
Tamil Nadu,2019,4W,71347,9783,831,0,95.96,0.58
Delhi,2021,2W,144556,12282,638,50000,95.81,1.16
Rajasthan,2021,2W,99779,21713,295,75000,106.76,1.47
Kerala,2016,2W,66070,7233,734,0,101.25,1.24
Delhi,2020,4W,89633,3535,118,50000,104.65,0.89
Kerala,2022,2W,115300,9016,416,100000,110.3,0.56
Haryana,2017,4W,99022,24972,569,75000,112.53,0.53
Bihar,2016,3W,82254,9761,537,50000,97.87,0.88
Chhattisgarh,2016,2W,64264,10503,213,75000,105.89,0.71
Maharashtra,2023,2W,140206,19547,608,75000,109.04,0.89
Punjab,2023,4W,29208,4599,163,25000,107.09,1.06
Gujarat,2021,4W,55884,9261,1001,50000,106.31,1.49
Bihar,2022,2W,111916,22909,46,25000,102.37,1.5
Punjab,2018,3W,90283,9164,344,100000,90.74,1.37
Madhya Pradesh,2024,2W,103514,0,399,75000,100.41,1.37
Maharashtra,2020,4W,103228,29413,679,0,100.02,0.56
Rajasthan,2020,2W,101624,25384,488,0,100.74,0.56
Delhi,2018,4W,72992,12942,421,0,102.81,1.15
